"","gene_id","gene_type","gene_name"
"1498","ENSG00000080561.14","protein_coding","MID2"
"1499","ENSG00000080572.13","protein_coding","DNAAF6"
"1500","ENSG00000080573.7","protein_coding","COL5A3"
"1501","ENSG00000080603.17","protein_coding","SRCAP"
"1502","ENSG00000080608.10","protein_coding","PUM3"
"1503","ENSG00000080618.17","protein_coding","CPB2"
"1504","ENSG00000080644.16","protein_coding","CHRNA3"
"1505","ENSG00000080709.16","protein_coding","KCNN2"
"1506","ENSG00000080802.19","protein_coding","CNOT4"
"1507","ENSG00000080815.19","protein_coding","PSEN1"
"1508","ENSG00000080819.9","protein_coding","CPOX"
"1509","ENSG00000080822.17","protein_coding","CLDND1"
"1510","ENSG00000080823.23","protein_coding","MOK"
"1511","ENSG00000080824.19","protein_coding","HSP90AA1"
"1512","ENSG00000080839.12","protein_coding","RBL1"
"1513","ENSG00000080845.18","protein_coding","DLGAP4"
"1514","ENSG00000080854.16","protein_coding","IGSF9B"
"1515","ENSG00000080910.13","protein_coding","CFHR2"
"1516","ENSG00000080947.15","transcribed_unprocessed_pseudogene","CROCCP3"
"1517","ENSG00000080986.13","protein_coding","NDC80"
"1518","ENSG00000081014.11","protein_coding","AP4E1"
"1519","ENSG00000081019.13","protein_coding","RSBN1"
"1520","ENSG00000081026.19","protein_coding","MAGI3"
"1521","ENSG00000081041.9","protein_coding","CXCL2"
"1522","ENSG00000081051.8","protein_coding","AFP"
"1523","ENSG00000081052.13","protein_coding","COL4A4"
"1524","ENSG00000081059.20","protein_coding","TCF7"
"1525","ENSG00000081087.15","protein_coding","OSTM1"
"1526","ENSG00000081138.14","protein_coding","CDH7"
"1527","ENSG00000081148.12","protein_coding","IMPG2"
"1528","ENSG00000081154.12","protein_coding","PCNP"
"1529","ENSG00000081177.18","protein_coding","EXD2"
"1530","ENSG00000081181.8","protein_coding","ARG2"
"1531","ENSG00000081189.16","protein_coding","MEF2C"
"1532","ENSG00000081237.20","protein_coding","PTPRC"
"1533","ENSG00000081248.11","protein_coding","CACNA1S"
"1534","ENSG00000081277.13","protein_coding","PKP1"
"1535","ENSG00000081307.14","protein_coding","UBA5"
"1536","ENSG00000081320.11","protein_coding","STK17B"
"1537","ENSG00000081377.17","protein_coding","CDC14B"
"1538","ENSG00000081386.12","protein_coding","ZNF510"
"1539","ENSG00000081479.15","protein_coding","LRP2"
"1540","ENSG00000081665.14","protein_coding","ZNF506"
"1541","ENSG00000081692.12","protein_coding","JMJD4"
"1542","ENSG00000081721.12","protein_coding","DUSP12"
"1543","ENSG00000081760.17","protein_coding","AACS"
"1544","ENSG00000081791.9","protein_coding","DELE1"
"1545","ENSG00000081800.9","protein_coding","SLC13A1"
"1546","ENSG00000081803.16","protein_coding","CADPS2"
"1547","ENSG00000081818.4","protein_coding","PCDHB4"
"1548","ENSG00000081842.18","protein_coding","PCDHA6"
"1549","ENSG00000081853.15","protein_coding","PCDHGA2"
"1550","ENSG00000081870.12","protein_coding","HSPB11"
"1551","ENSG00000081913.14","protein_coding","PHLPP1"
"1552","ENSG00000081923.15","protein_coding","ATP8B1"
"1553","ENSG00000081985.13","protein_coding","IL12RB2"
"1554","ENSG00000082014.17","protein_coding","SMARCD3"
"1555","ENSG00000082068.9","protein_coding","WDR70"
"1556","ENSG00000082074.19","protein_coding","FYB1"
"1557","ENSG00000082126.18","protein_coding","MPP4"
"1558","ENSG00000082146.13","protein_coding","STRADB"
"1559","ENSG00000082153.18","protein_coding","BZW1"
"1560","ENSG00000082175.15","protein_coding","PGR"
"1561","ENSG00000082196.21","protein_coding","C1QTNF3"
"1562","ENSG00000082212.13","protein_coding","ME2"
"1563","ENSG00000082213.18","protein_coding","C5orf22"
"1564","ENSG00000082258.13","protein_coding","CCNT2"
"1565","ENSG00000082269.17","protein_coding","FAM135A"
"1566","ENSG00000082293.13","protein_coding","COL19A1"
"1567","ENSG00000082397.17","protein_coding","EPB41L3"
"1568","ENSG00000082438.17","protein_coding","COBLL1"
"1569","ENSG00000082458.12","protein_coding","DLG3"
"1570","ENSG00000082482.14","protein_coding","KCNK2"
"1571","ENSG00000082497.12","protein_coding","SERTAD4"
"1572","ENSG00000082512.15","protein_coding","TRAF5"
"1573","ENSG00000082515.18","protein_coding","MRPL22"
"1574","ENSG00000082516.9","protein_coding","GEMIN5"
"1575","ENSG00000082556.14","protein_coding","OPRK1"
"1576","ENSG00000082641.16","protein_coding","NFE2L1"
"1577","ENSG00000082684.16","protein_coding","SEMA5B"
"1578","ENSG00000082701.17","protein_coding","GSK3B"
"1579","ENSG00000082781.12","protein_coding","ITGB5"
"1580","ENSG00000082805.20","protein_coding","ERC1"
"1581","ENSG00000082898.18","protein_coding","XPO1"
"1582","ENSG00000082929.8","lncRNA","LINC01587"
"1583","ENSG00000082996.20","protein_coding","RNF13"
"1584","ENSG00000083067.23","protein_coding","TRPM3"
"1585","ENSG00000083093.10","protein_coding","PALB2"
"1586","ENSG00000083097.14","protein_coding","DOP1A"
"1587","ENSG00000083099.11","protein_coding","LYRM2"
"1588","ENSG00000083123.15","protein_coding","BCKDHB"
"1589","ENSG00000083168.11","protein_coding","KAT6A"
"1590","ENSG00000083223.18","protein_coding","TUT7"
"1591","ENSG00000083290.20","protein_coding","ULK2"
"1592","ENSG00000083307.12","protein_coding","GRHL2"
"1593","ENSG00000083312.17","protein_coding","TNPO1"
"1594","ENSG00000083444.17","protein_coding","PLOD1"
"1595","ENSG00000083454.22","protein_coding","P2RX5"
"1596","ENSG00000083457.12","protein_coding","ITGAE"
"1597","ENSG00000083520.15","protein_coding","DIS3"
"1598","ENSG00000083535.16","protein_coding","PIBF1"
"1599","ENSG00000083544.16","protein_coding","TDRD3"
"1600","ENSG00000083622.8","lncRNA","AC000061.1"
"1601","ENSG00000083635.8","protein_coding","NUFIP1"
"1602","ENSG00000083642.19","protein_coding","PDS5B"
"1603","ENSG00000083720.13","protein_coding","OXCT1"
"1604","ENSG00000083750.13","protein_coding","RRAGB"
"1605","ENSG00000083782.8","protein_coding","EPYC"
"1606","ENSG00000083799.18","protein_coding","CYLD"
"1607","ENSG00000083807.10","protein_coding","SLC27A5"
"1608","ENSG00000083812.12","protein_coding","ZNF324"
"1609","ENSG00000083814.13","protein_coding","ZNF671"
"1610","ENSG00000083817.9","protein_coding","ZNF416"
"1611","ENSG00000083828.16","protein_coding","ZNF586"
"1612","ENSG00000083838.16","protein_coding","ZNF446"
"1613","ENSG00000083844.10","protein_coding","ZNF264"
"1614","ENSG00000083845.9","protein_coding","RPS5"
"1615","ENSG00000083857.14","protein_coding","FAT1"
"1616","ENSG00000083896.13","protein_coding","YTHDC1"
"1617","ENSG00000083937.10","protein_coding","CHMP2B"
"1618","ENSG00000084070.12","protein_coding","SMAP2"
"1619","ENSG00000084072.17","protein_coding","PPIE"
"1620","ENSG00000084073.10","protein_coding","ZMPSTE24"
"1621","ENSG00000084090.13","protein_coding","STARD7"
"1622","ENSG00000084092.7","protein_coding","NOA1"
"1623","ENSG00000084093.19","protein_coding","REST"
"1624","ENSG00000084110.11","protein_coding","HAL"
"1625","ENSG00000084112.15","protein_coding","SSH1"
"1626","ENSG00000084207.18","protein_coding","GSTP1"
"1627","ENSG00000084234.18","protein_coding","APLP2"
"1628","ENSG00000084444.14","protein_coding","FAM234B"
"1629","ENSG00000084453.16","protein_coding","SLCO1A2"
"1630","ENSG00000084463.8","protein_coding","WBP11"
"1631","ENSG00000084623.12","protein_coding","EIF3I"
"1632","ENSG00000084628.10","protein_coding","NKAIN1"
"1633","ENSG00000084636.18","protein_coding","COL16A1"
"1634","ENSG00000084652.16","protein_coding","TXLNA"
"1635","ENSG00000084674.15","protein_coding","APOB"
"1636","ENSG00000084676.15","protein_coding","NCOA1"
"1637","ENSG00000084693.16","protein_coding","AGBL5"
"1638","ENSG00000084710.14","protein_coding","EFR3B"
"1639","ENSG00000084731.15","protein_coding","KIF3C"
"1640","ENSG00000084733.11","protein_coding","RAB10"
"1641","ENSG00000084734.9","protein_coding","GCKR"
"1642","ENSG00000084754.12","protein_coding","HADHA"
"1643","ENSG00000084764.12","protein_coding","MAPRE3"
"1644","ENSG00000084774.14","protein_coding","CAD"
"1645","ENSG00000085063.17","protein_coding","CD59"
"1646","ENSG00000085117.12","protein_coding","CD82"
"1647","ENSG00000085185.15","protein_coding","BCORL1"
"1648","ENSG00000085224.23","protein_coding","ATRX"
"1649","ENSG00000085231.14","protein_coding","AK6"
"1650","ENSG00000085265.11","protein_coding","FCN1"
"1651","ENSG00000085274.16","protein_coding","MYNN"
"1652","ENSG00000085276.19","protein_coding","MECOM"
"1653","ENSG00000085365.18","protein_coding","SCAMP1"
"1654","ENSG00000085377.15","protein_coding","PREP"
"1655","ENSG00000085382.12","protein_coding","HACE1"
"1656","ENSG00000085415.16","protein_coding","SEH1L"
"1657","ENSG00000085433.16","protein_coding","WDR47"
"1658","ENSG00000085449.15","protein_coding","WDFY1"
"1659","ENSG00000085465.13","protein_coding","OVGP1"
"1660","ENSG00000085491.17","protein_coding","SLC25A24"
"1661","ENSG00000085511.20","protein_coding","MAP3K4"
"1662","ENSG00000085514.16","protein_coding","PILRA"
"1663","ENSG00000085552.17","protein_coding","IGSF9"
"1664","ENSG00000085563.15","protein_coding","ABCB1"
"1665","ENSG00000085644.14","protein_coding","ZNF213"
"1666","ENSG00000085662.14","protein_coding","AKR1B1"
"1667","ENSG00000085719.13","protein_coding","CPNE3"
"1668","ENSG00000085721.13","protein_coding","RRN3"
"1669","ENSG00000085733.16","protein_coding","CTTN"
"1670","ENSG00000085741.13","protein_coding","WNT11"
"1671","ENSG00000085760.15","protein_coding","MTIF2"
"1672","ENSG00000085788.14","protein_coding","DDHD2"
"1673","ENSG00000085831.15","protein_coding","TTC39A"
"1674","ENSG00000085832.17","protein_coding","EPS15"
"1675","ENSG00000085840.13","protein_coding","ORC1"
"1676","ENSG00000085871.9","protein_coding","MGST2"
"1677","ENSG00000085872.15","protein_coding","CHERP"
"1678","ENSG00000085978.22","protein_coding","ATG16L1"
"1679","ENSG00000085982.14","protein_coding","USP40"
"1680","ENSG00000085998.14","protein_coding","POMGNT1"
"1681","ENSG00000085999.13","protein_coding","RAD54L"
"1682","ENSG00000086015.22","protein_coding","MAST2"
"1683","ENSG00000086061.16","protein_coding","DNAJA1"
"1684","ENSG00000086062.13","protein_coding","B4GALT1"
"1685","ENSG00000086065.14","protein_coding","CHMP5"
"1686","ENSG00000086102.19","protein_coding","NFX1"
"1687","ENSG00000086159.13","protein_coding","AQP6"
"1688","ENSG00000086189.10","protein_coding","DIMT1"
"1689","ENSG00000086200.17","protein_coding","IPO11"
"1690","ENSG00000086205.18","protein_coding","FOLH1"
"1691","ENSG00000086232.13","protein_coding","EIF2AK1"
"1692","ENSG00000086288.12","protein_coding","NME8"
"1693","ENSG00000086289.12","protein_coding","EPDR1"
"1694","ENSG00000086300.16","protein_coding","SNX10"
"1695","ENSG00000086475.15","protein_coding","SEPHS1"
"1696","ENSG00000086504.17","protein_coding","MRPL28"
"1697","ENSG00000086506.3","protein_coding","HBQ1"
"1698","ENSG00000086544.3","protein_coding","ITPKC"
"1699","ENSG00000086548.9","protein_coding","CEACAM6"
"1700","ENSG00000086570.12","protein_coding","FAT2"
"1701","ENSG00000086589.12","protein_coding","RBM22"
"1702","ENSG00000086598.11","protein_coding","TMED2"
"1703","ENSG00000086619.14","protein_coding","ERO1B"
"1704","ENSG00000086666.19","protein_coding","ZFAND6"
"1705","ENSG00000086696.11","protein_coding","HSD17B2"
"1706","ENSG00000086712.13","protein_coding","TXLNG"
"1707","ENSG00000086717.18","protein_coding","PPEF1"
"1708","ENSG00000086730.17","protein_coding","LAT2"
"1709","ENSG00000086758.16","protein_coding","HUWE1"
"1710","ENSG00000086827.9","protein_coding","ZW10"
"1711","ENSG00000086848.15","protein_coding","ALG9"
"1712","ENSG00000086967.10","protein_coding","MYBPC2"
"1713","ENSG00000086991.13","protein_coding","NOX4"
"1714","ENSG00000087008.16","protein_coding","ACOX3"
"1715","ENSG00000087053.20","protein_coding","MTMR2"
"1716","ENSG00000087074.8","protein_coding","PPP1R15A"
"1717","ENSG00000087076.9","protein_coding","HSD17B14"
"1718","ENSG00000087077.14","protein_coding","TRIP6"
"1719","ENSG00000087085.16","protein_coding","ACHE"
"1720","ENSG00000087086.15","protein_coding","FTL"
"1721","ENSG00000087087.20","protein_coding","SRRT"
"1722","ENSG00000087088.20","protein_coding","BAX"
"1723","ENSG00000087095.13","protein_coding","NLK"
"1724","ENSG00000087111.21","protein_coding","PIGS"
"1725","ENSG00000087116.16","protein_coding","ADAMTS2"
"1726","ENSG00000087128.10","protein_coding","TMPRSS11E"
"1727","ENSG00000087152.15","protein_coding","ATXN7L3"
"1728","ENSG00000087157.19","protein_coding","PGS1"
"1729","ENSG00000087191.13","protein_coding","PSMC5"
"1730","ENSG00000087206.17","protein_coding","UIMC1"
"1731","ENSG00000087237.12","protein_coding","CETP"
"1732","ENSG00000087245.13","protein_coding","MMP2"
"1733","ENSG00000087250.9","protein_coding","MT3"
"1734","ENSG00000087253.13","protein_coding","LPCAT2"
"1735","ENSG00000087258.16","protein_coding","GNAO1"
"1736","ENSG00000087263.17","protein_coding","OGFOD1"
"1737","ENSG00000087266.17","protein_coding","SH3BP2"
"1738","ENSG00000087269.16","protein_coding","NOP14"
"1739","ENSG00000087274.17","protein_coding","ADD1"
"1740","ENSG00000087299.12","protein_coding","L2HGDH"
"1741","ENSG00000087301.9","protein_coding","TXNDC16"
"1742","ENSG00000087302.9","protein_coding","RTRAF"
"1743","ENSG00000087303.18","protein_coding","NID2"
"1744","ENSG00000087338.5","protein_coding","GMCL1"
"1745","ENSG00000087365.16","protein_coding","SF3B2"
"1746","ENSG00000087448.11","protein_coding","KLHL42"
"1747","ENSG00000087460.27","protein_coding","GNAS"
"1748","ENSG00000087470.18","protein_coding","DNM1L"
"1749","ENSG00000087494.16","protein_coding","PTHLH"
"1750","ENSG00000087495.17","protein_coding","PHACTR3"
"1751","ENSG00000087502.18","protein_coding","ERGIC2"
"1752","ENSG00000087510.7","protein_coding","TFAP2C"
"1753","ENSG00000087586.18","protein_coding","AURKA"
"1754","ENSG00000087589.16","protein_coding","CASS4"
"1755","ENSG00000087842.11","protein_coding","PIR"
"1756","ENSG00000087884.14","protein_coding","AAMDC"
"1757","ENSG00000087903.13","protein_coding","RFX2"
"1758","ENSG00000087995.16","protein_coding","METTL2A"
"1759","ENSG00000088002.12","protein_coding","SULT2B1"
"1760","ENSG00000088035.18","protein_coding","ALG6"
"1761","ENSG00000088038.19","protein_coding","CNOT3"
"1762","ENSG00000088053.11","protein_coding","GP6"
"1763","ENSG00000088179.9","protein_coding","PTPN4"
"1764","ENSG00000088205.13","protein_coding","DDX18"
"1765","ENSG00000088247.17","protein_coding","KHSRP"
"1766","ENSG00000088256.9","protein_coding","GNA11"
"1767","ENSG00000088280.19","protein_coding","ASAP3"
"1768","ENSG00000088298.13","protein_coding","EDEM2"
"1769","ENSG00000088305.18","protein_coding","DNMT3B"
"1770","ENSG00000088320.4","protein_coding","REM1"
"1771","ENSG00000088325.16","protein_coding","TPX2"
"1772","ENSG00000088340.17","transcribed_unitary_pseudogene","FER1L4"
"1773","ENSG00000088356.6","protein_coding","PDRG1"
"1774","ENSG00000088367.23","protein_coding","EPB41L1"
"1775","ENSG00000088386.17","protein_coding","SLC15A1"
"1776","ENSG00000088387.19","protein_coding","DOCK9"
"1777","ENSG00000088448.14","protein_coding","ANKRD10"
"1778","ENSG00000088451.11","protein_coding","TGDS"
"1779","ENSG00000088538.13","protein_coding","DOCK3"
"1780","ENSG00000088543.15","protein_coding","C3orf18"
"1781","ENSG00000088682.14","protein_coding","COQ9"
"1782","ENSG00000088726.16","protein_coding","TMEM40"
"1783","ENSG00000088727.13","protein_coding","KIF9"
"1784","ENSG00000088756.13","protein_coding","ARHGAP28"
"1785","ENSG00000088766.12","protein_coding","CRLS1"
"1786","ENSG00000088782.5","protein_coding","DEFB127"
"1787","ENSG00000088808.18","protein_coding","PPP1R13B"
"1788","ENSG00000088812.18","protein_coding","ATRN"
"1789","ENSG00000088826.18","protein_coding","SMOX"
"1790","ENSG00000088827.12","protein_coding","SIGLEC1"
"1791","ENSG00000088832.18","protein_coding","FKBP1A"
"1792","ENSG00000088833.17","protein_coding","NSFL1C"
"1793","ENSG00000088836.14","protein_coding","SLC4A11"
"1794","ENSG00000088854.12","protein_coding","C20orf194"
"1795","ENSG00000088876.13","protein_coding","ZNF343"
"1796","ENSG00000088881.21","protein_coding","EBF4"
"1797","ENSG00000088882.8","protein_coding","CPXM1"
"1798","ENSG00000088888.18","protein_coding","MAVS"
"1799","ENSG00000088899.15","protein_coding","LZTS3"
"1800","ENSG00000088926.14","protein_coding","F11"
"1801","ENSG00000088930.8","protein_coding","XRN2"
"1802","ENSG00000088970.16","protein_coding","KIZ"
"1803","ENSG00000088986.11","protein_coding","DYNLL1"
"1804","ENSG00000088992.18","protein_coding","TESC"
"1805","ENSG00000089006.17","protein_coding","SNX5"
"1806","ENSG00000089009.15","protein_coding","RPL6"
"1807","ENSG00000089012.14","protein_coding","SIRPG"
"1808","ENSG00000089022.14","protein_coding","MAPKAPK5"
"1809","ENSG00000089041.17","protein_coding","P2RX7"
"1810","ENSG00000089048.14","protein_coding","ESF1"
"1811","ENSG00000089050.16","protein_coding","RBBP9"
"1812","ENSG00000089053.13","protein_coding","ANAPC5"
"1813","ENSG00000089057.15","protein_coding","SLC23A2"
"1814","ENSG00000089060.11","protein_coding","SLC8B1"
"1815","ENSG00000089063.15","protein_coding","TMEM230"
"1816","ENSG00000089091.16","protein_coding","DZANK1"
"1817","ENSG00000089094.19","protein_coding","KDM2B"
"1818","ENSG00000089101.19","protein_coding","CFAP61"
"1819","ENSG00000089116.4","protein_coding","LHX5"
"1820","ENSG00000089123.16","protein_coding","TASP1"
"1821","ENSG00000089127.14","protein_coding","OAS1"
"1822","ENSG00000089154.11","protein_coding","GCN1"
"1823","ENSG00000089157.16","protein_coding","RPLP0"
"1824","ENSG00000089159.16","protein_coding","PXN"
"1825","ENSG00000089163.4","protein_coding","SIRT4"
"1826","ENSG00000089169.15","protein_coding","RPH3A"
"1827","ENSG00000089177.19","protein_coding","KIF16B"
"1828","ENSG00000089195.15","protein_coding","TRMT6"
"1829","ENSG00000089199.10","protein_coding","CHGB"
"1830","ENSG00000089220.5","protein_coding","PEBP1"
"1831","ENSG00000089225.20","protein_coding","TBX5"
"1832","ENSG00000089234.16","protein_coding","BRAP"
"1833","ENSG00000089248.7","protein_coding","ERP29"
"1834","ENSG00000089250.19","protein_coding","NOS1"
"1835","ENSG00000089280.19","protein_coding","FUS"
"1836","ENSG00000089289.16","protein_coding","IGBP1"
"1837","ENSG00000089327.15","protein_coding","FXYD5"
"1838","ENSG00000089335.21","protein_coding","ZNF302"
"1839","ENSG00000089351.14","protein_coding","GRAMD1A"
"1840","ENSG00000089356.18","protein_coding","FXYD3"
"1841","ENSG00000089472.16","protein_coding","HEPH"
"1842","ENSG00000089486.17","protein_coding","CDIP1"
"1843","ENSG00000089505.18","protein_coding","CMTM1"
"1844","ENSG00000089558.9","protein_coding","KCNH4"
"1845","ENSG00000089597.18","protein_coding","GANAB"
